UniqueID,include,Site,Region,SID,SpecID,ACE_file,NAU_ACE#,FractionModern,plus/minus,D14C(%0),plus/minus,14Cage(BP),plus/minus,14C_notes,cal age (95% CI) (cal. BP),,med_cal_age,tempID,SpecStatus,Fragmentation,Taxon1,Taxon2,PicIDtop,PickIDback,SamDepth,Long,Lat,Depth,Temp,Salinity,Year,Month,Day,WgSpec,Status,ApicPl,Petals,TubAbr1,TubAbr2,TubAbr3,SurfAbr1,SurfAbr2,SurfAbr3,PoreAbr1,PoreAbr2,PoreAbr3,Frag1,Frag2,Frag3,Frag4,Encrust,Dh,Key
259,1,CK-5,Cedar Key,CK-5-7,11,29C230705GAS,4878.1.1,0.6319,0.0068,-368.1,6.8,3687,86,,3872,3353,3602,Fragment,dead,fragment,m,Lucinidae,CK5-Sp259out,CK5-Sp259in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0776,Dated,,,,,,,,,,,,,,,,,,
260,1,CK-5,Cedar Key,CK-5-7,12,29C230705GAS,4879.1.1,0.8307,0.0082,-169.3,8.2,1490,79,,1238,801,1017,Fragment,dead,fragment,m,Lucinidae,CK5-Sp260out,CK5-Sp260in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0257,Dated,,,,,,,,,,,,,,,,,,
261,1,CK-5,Cedar Key,CK-5-7,13,29C230705GAS,4880.1.1,0.6051,0.0064,-394.9,6.4,4035,85,,4352,3780,4055,Fragment,dead,fragment,m,Lucinidae,CK5-Sp261out,CK5-Sp261in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0159,Dated,,,,,,,,,,,,,,,,,,
262,1,CK-5,Cedar Key,CK-5-7,14,29C230705GAS,4881.1.1,0.8447,0.0082,-155.3,8.2,1355,78,,1081,669,872,Fragment,dead,fragment,m,Lucinidae,CK5-Sp262out,CK5-Sp262in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0196,Dated,,,,,,,,,,,,,,,,,,
263,1,CK-5,Cedar Key,CK-5-7,15,29C230705GAS,4882.1.1,0.9241,0.0086,-75.9,8.6,634,74,,417,-2,222,Fragment,dead,fragment,m,Lucinidae,CK5-Sp263out,CK5-Sp263in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0321,Dated,,,,,,,,,,,,,,,,,,
264,1,CK-5,Cedar Key,CK-5-7,16,29C230705GAS,4883.1.1,0.7477,0.0074,-252.3,7.4,2335,79,,2209,1695,1946,Fragment,dead,fragment,m,Lucinidae,CK5-Sp264out,CK5-Sp264in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0371,Dated,,,,,,,,,,,,,,,,,,
265,1,CK-5,Cedar Key,CK-5-7,17,29C230705GAS,4884.1.1,0.864,0.008,-136,8,1175,75,,898,534,704,Fragment,dead,fragment,m,Lucinidae,CK5-Sp265out,CK5-Sp265in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0082,Dated,,,,,,,,,,,,,,,,,,
266,1,CK-5,Cedar Key,CK-5-7,18,29C230705GAS,4885.1.1,0.8334,0.0081,-166.6,8.1,1464,78,,1214,774,990,Fragment,dead,fragment,m,Lucinidae,CK5-Sp266out,CK5-Sp266in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0165,Dated,,,,,,,,,,,,,,,,,,
267,1,CK-5,Cedar Key,CK-5-7,19,29C230705GAS,4886.1.1,0.709,0.0071,-291,7.1,2763,81,,2732,2252,2488,Fragment,dead,fragment,m,Lucinidae,CK5-Sp267out,CK5-Sp267in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0277,Dated,,,,,,,,,,,,,,,,,,
268,1,CK-5,Cedar Key,CK-5-7,20,29C230705GAS,4887.1.1,0.7849,0.0076,-215.1,7.6,1946,78,,1704,1283,1482,Fragment,dead,fragment,m,Lucinidae,CK5-Sp268out,CK5-Sp268in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0365,Dated,,,,,,,,,,,,,,,,,,
269,1,CK-5,Cedar Key,CK-5-7,21,29C230705GAS,4888.1.1,1.0647,0.0098,64.7,9.8,-504,74,,-12,-59,-52,Fragment,dead,fragment,e,Echinoid,CK5-Sp269s1,CK5-Sp269s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0475,Dated,,,,,,,,,,,,,,,,,,
270,1,CK-5,Cedar Key,CK-5-7,22,29C230705GAS,4889.1.1,0.664,0.007,-336,7,3289,84,,3367,2852,3116,Fragment,dead,fragment,e,Echinoid,CK5-Sp270s1,CK5-Sp270s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.1009,Dated,,,,,,,,,,,,,,,,,,
271,1,CK-5,Cedar Key,CK-5-7,23,29C230705GAS,4890.1.1,1.0567,0.0095,56.7,9.5,-443,72,,-12,-60,-54,Fragment,dead,fragment,e,Echinoid,CK5-Sp271s1,CK5-Sp271s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0307,Dated,,,,,,,,,,,,,,,,,,
272,1,CK-5,Cedar Key,CK-5-7,24,29C230705GAS,4891.1.1,0.9068,0.0086,-93.2,8.6,786,76,,540,156,373,Fragment,dead,fragment,e,Echinoid,CK5-Sp272s1,CK5-Sp272s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0447,Dated,,,,,,,,,,,,,,,,,,
273,1,CK-5,Cedar Key,CK-5-7,25,29C230705GAS,4892.1.1,1.0244,0.0094,24.4,9.4,-194,74,,-11,-64,-61,Fragment,dead,fragment,e,Echinoid,CK5-Sp273s1,CK5-Sp273s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0822,Dated,,,,,,,,,,,,,,,,,,
274,1,CK-5,Cedar Key,CK-5-7,26,29C230705GAS,4893.1.1,0.5372,0.0063,-462.8,6.3,4992,93,,5548,4982,5278,Fragment,dead,fragment,e,Echinoid,CK5-Sp274s1,CK5-Sp274s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0579,Dated,,,,,,,,,,,,,,,,,,
275,1,CK-5,Cedar Key,CK-5-7,27,29C230705GAS,4894.1.1,0.7626,0.0077,-237.4,7.7,2177,81,,1999,1510,1752,Fragment,dead,fragment,e,Echinoid,CK5-Sp275s1,CK5-Sp275s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0862,Dated,,,,,,,,,,,,,,,,,,
276,1,CK-5,Cedar Key,CK-5-7,28,29C230705GAS,4895.1.1,0.9856,0.0093,-14.4,9.3,117,76,,42,-12,-10,Fragment,dead,fragment,e,Echinoid,CK5-Sp276s1,CK5-Sp276s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.021,Dated,,,,,,,,,,,,,,,,,,
277,1,CK-5,Cedar Key,CK-5-7,29,29C230705GAS,4896.1.1,0.7647,0.0079,-235.3,7.9,2155,83,,1983,1485,1726,Fragment,dead,fragment,e,Echinoid,CK5-Sp277s1,CK5-Sp277s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0927,Dated,,,,,,,,,,,,,,,,,,
278,1,CK-5,Cedar Key,CK-5-7,30,29C230705GAS,4897.1.1,0.6302,0.0068,-369.8,6.8,3709,87,,3895,3371,3629,Fragment,dead,fragment,e,Echinoid,CK5-Sp278s1,CK5-Sp278s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0314,Dated,,,,,,,,,,,,,,,,,,
279,1,CK-5,Cedar Key,CK-5-7,31,29C230705GAS,4898.1.1,0.8802,0.0085,-119.8,8.5,1025,78,,759,407,577,Fragment,dead,fragment,m,Transenella,CK5-Sp279out,CK5-Sp279in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0048,Dated,,,,,,,,,,,,,,,,,,
280,1,CK-5,Cedar Key,CK-5-7,32,29C230705GAS,4899.1.1,0.6618,0.0072,-338.2,7.2,3316,87,,3398,2872,3149,Fragment,dead,fragment,m,Transenella,CK5-Sp280out,CK5-Sp280in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0066,Dated,,,,,,,,,,,,,,,,,,
281,1,CK-5,Cedar Key,CK-5-7,33,29C230814GAS,5014.1.2,0.889,0.0097,-111,9.7,945,87,,680,302,512,Fragment,dead,fragment,m,Transenella,CK5-Sp281out,CK5-Sp281in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0178,Dated,,,,,,,,,,,,,,,,,,
282,1,CK-5,Cedar Key,CK-5-7,34,29C230814GAS,5015.1.1,0.9352,0.0089,-64.8,8.9,538,77,,308,-8,139,Fragment,dead,fragment,m,Transenella,CK5-Sp282out,CK5-Sp282in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0378,Dated,,,,,,,,,,,,,,,,,,
283,1,CK-5,Cedar Key,CK-5-7,35,29C230814GAS,5016.1.1,0.9228,0.0091,-77.2,9.1,646,79,,432,-2,235,Fragment,dead,fragment,m,Transenella,CK5-Sp283out,CK5-Sp283in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0088,Dated,,,,,,,,,,,,,,,,,,
284,1,CK-5,Cedar Key,CK-5-7,36,29C230814GAS,5017.1.1,1.0959,0.0104,95.9,10.4,-736,77,,-13,-50,-43,Fragment,dead,fragment,m,Lucinidae,CK5-Sp284out,CK5-Sp284in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0045,Dated,,,,,,,,,,,,,,,,,,
285,1,CK-5,Cedar Key,CK-5-7,37,29C230814GAS,5018.1.1,0.6718,0.0074,-328.2,7.4,3196,88,,3263,2745,3001,Fragment,dead,fragment,m,Lucinidae,CK5-Sp285out,CK5-Sp285in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0088,Dated,,,,,,,,,,,,,,,,,,
286,1,CK-5,Cedar Key,CK-5-7,38,29C230814GAS,5019.1.1,0.5259,0.0061,-474.1,6.1,5162,94,,5728,5222,5468,Fragment,dead,fragment,m,Lucinidae,CK5-Sp286out,CK5-Sp286in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0042,Dated,,,,,,,,,,,,,,,,,,
287,1,CK-5,Cedar Key,CK-5-7,39,29C230814GAS,5020.1.1,0.8528,0.0086,-147.2,8.6,1279,81,,1018,614,801,Fragment,dead,fragment,m,Lucinidae,CK5-Sp287out,CK5-Sp287in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0457,Dated,,,,,,,,,,,,,,,,,,
288,1,CK-5,Cedar Key,CK-5-7,40,29C230814GAS,5021.1.1,0.5503,0.0065,-449.7,6.5,4798,95,,5323,4772,5043,Fragment,dead,fragment,m,Lucinidae,CK5-Sp288out,CK5-Sp288in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0098,Dated,,,,,,,,,,,,,,,,,,
289,1,CK-5,Cedar Key,CK-5-7,41,29C230814GAS,5022.1.1,0.7857,0.0083,-214.3,8.3,1938,85,,1711,1268,1475,Fragment,dead,fragment,e,Echinoid,CK5-Sp289s1,CK5-Sp289s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0222,Dated,,,,,,,,,,,,,,,,,,
290,1,CK-5,Cedar Key,CK-5-7,42,29C230814GAS,5023.1.1,0.6883,0.0075,-311.7,7.5,3001,87,,3042,2492,2774,Fragment,dead,fragment,e,Echinoid,CK5-Sp290s1,CK5-Sp290s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0572,Dated,,,,,,,,,,,,,,,,,,
291,1,CK-5,Cedar Key,CK-5-7,43,29C230814GAS,5024.1.1,0.7416,0.008,-258.4,8,2401,87,,2301,1773,2029,Fragment,dead,fragment,e,Echinoid,CK5-Sp291s1,CK5-Sp291s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.1046,Dated,,,,,,,,,,,,,,,,,,
292,1,CK-5,Cedar Key,CK-5-7,44,29C230814GAS,5025.1.1,0.7764,0.0083,-223.6,8.3,2033,86,,1826,1342,1582,Fragment,dead,fragment,e,Echinoid,CK5-Sp292s1,CK5-Sp292s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0374,Dated,,,,,,,,,,,,,,,,,,
293,1,CK-5,Cedar Key,CK-5-7,45,29C230814GAS,5026.1.1,0.8019,0.0086,-198.1,8.6,1773,86,,1530,1076,1306,Fragment,dead,fragment,e,Echinoid,CK5-Sp293s1,CK5-Sp293s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0455,Dated,,,,,,,,,,,,,,,,,,
294,1,CK-5,Cedar Key,CK-5-7,46,29C230814GAS,5027.1.1,0.6184,0.0073,-381.6,7.3,3861,95,,4133,3531,3823,Fragment,dead,fragment,e,Echinoid,CK5-Sp294s1,CK5-Sp294s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0481,Dated,,,,,,,,,,,,,,,,,,
295,1,CK-5,Cedar Key,CK-5-7,47,29C230814GAS,5028.1.1,0.905,0.0095,-95,9.5,802,84,,562,151,385,Fragment,dead,fragment,e,Echinoid,CK5-Sp295s1,CK5-Sp295s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.3338,Dated,,,,,,,,,,,,,,,,,,
296,1,CK-5,Cedar Key,CK-5-7,48,29C230814GAS,5029.1.1,0.6982,0.0078,-301.8,7.8,2886,90,,2866,2345,2624,Fragment,dead,fragment,e,Echinoid,CK5-Sp296s1,CK5-Sp296s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0447,Dated,,,,,,,,,,,,,,,,,,
297,1,CK-5,Cedar Key,CK-5-7,49,29C230814GAS,5030.1.1,0.7759,0.0086,-224.1,8.6,2039,89,,1839,1341,1589,Fragment,dead,fragment,e,Echinoid,CK5-Sp297s1,CK5-Sp297s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0958,Dated,,,,,,,,,,,,,,,,,,
298,1,CK-5,Cedar Key,CK-5-7,50,29C230814GAS,5031.1.1,0.7182,0.0081,-281.8,8.1,2659,90,,2668,2089,2358,Fragment,dead,fragment,e,Echinoid,CK5-Sp298s1,CK5-Sp298s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0131,Dated,,,,,,,,,,,,,,,,,,
299,1,CK-5,Cedar Key,CK-5-7,51,29C230814GAS,5032.1.1,0.6814,0.0079,-318.6,7.9,3081,93,,3161,2617,2869,Fragment,dead,fragment,e,Echinoid,CK5-Sp2999s1,CK5-Sp2999s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0208,Dated,,,,,,,,,,,,,,,,,,
300,1,CK-5,Cedar Key,CK-5-7,52,29C230814GAS,5033.1.1,0.7676,0.0088,-232.4,8.8,2125,92,,1953,1418,1689,Fragment,dead,fragment,e,Echinoid,CK5-Sp300s1,CK5-Sp300s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0539,Dated,,,,,,,,,,,,,,,,,,
301,1,CK-5,Cedar Key,CK-5-7,53,29C230814GAS,5034.1.1,0.6318,0.0076,-368.2,7.6,3689,97,,3898,3336,3605,Fragment,dead,fragment,e,Echinoid,CK5-Sp301s1,CK5-Sp301s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0129,Dated,,,,,,,,,,,,,,,,,,
302,1,CK-5,Cedar Key,CK-5-7,54,29C230814GAS,5035.1.1,0.7799,0.009,-220.1,9,1996,92,,1794,1300,1542,Fragment,dead,fragment,e,Echinoid,CK5-Sp302s1,CK5-Sp302s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.1779,Dated,,,,,,,,,,,,,,,,,,
303,1,CK-5,Cedar Key,CK-5-7,55,29C230814GAS,5036.1.1,0.7268,0.0083,-273.2,8.3,2563,92,,2522,1937,2227,Fragment,dead,fragment,e,Echinoid,CK5-Sp303s1,CK5-Sp303s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0211,Dated,,,,,,,,,,,,,,,,,,
304,1,CK-5,Cedar Key,CK-5-7,56,29C230814GAS,5037.1.1,0.8342,0.0092,-165.8,9.2,1456,89,,1222,752,982,Fragment,dead,fragment,e,Echinoid,CK5-Sp304s1,CK5-Sp304s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0552,Dated,,,,,,,,,,,,,,,,,,
305,1,CK-5,Cedar Key,CK-5-7,57,29C230814GAS,5038.1.1,0.866,0.0095,-134,9.5,1156,88,,900,508,689,Fragment,dead,fragment,e,Echinoid,CK5-Sp305s1,CK5-Sp305s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0324,Dated,,,,,,,,,,,,,,,,,,
306,1,CK-5,Cedar Key,CK-5-7,58,29C230814GAS,5039.1.1,0.7955,0.0089,-204.5,8.9,1838,90,,1616,1144,1374,Fragment,dead,fragment,e,Echinoid,CK5-Sp306s1,CK5-Sp306s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0556,Dated,,,,,,,,,,,,,,,,,,
307,1,CK-5,Cedar Key,CK-5-7,59,29C230814GAS,5040.1.1,0.924,0.0098,-76,9.8,635,85,,423,-5,224,Fragment,dead,fragment,e,Echinoid,CK5-Sp307s1,CK5-Sp307s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0345,Dated,,,,,,,,,,,,,,,,,,
308,1,CK-5,Cedar Key,CK-5-7,60,29C230814GAS,5041.1.1,1.0092,0.0107,9.2,10.7,-74,85,,-9,-65,-63,Fragment,dead,fragment,e,Echinoid,CK5-Sp308s1,CK5-Sp308s2,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0064,Dated,,,,,,,,,,,,,,,,,,
309,0,CK-5,Cedar Key,CK-5-7,61,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp309out,CK5-Sp309in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.002,Stored,,,,,,,,,,,,,,,,,,
310,1,CK-5,Cedar Key,CK-5-7,62,29C230814GAS,5042.1.1,0.8516,0.0092,-148.4,9.2,1290,87,,1042,620,812,NA,dead,complete,m,Transenella,CK5-Sp310out,CK5-Sp310in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0068,Dated,,,,,,,,,,,,,,,,,,
311,1,CK-5,Cedar Key,CK-5-7,63,29C230814GAS,5043.1.1,0.8286,0.0092,-171.4,9.2,1511,89,,1266,810,1038,NA,dead,complete,m,Transenella,CK5-Sp311out,CK5-Sp311in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0125,Dated,,,,,,,,,,,,,,,,,,
312,1,CK-5,Cedar Key,CK-5-7,64,29C230814GAS,5044.1.1,1.0218,0.0107,21.8,10.7,-173,84,,-11,-65,-62,NA,dead,complete,m,Transenella,CK5-Sp312out,CK5-Sp312in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0055,Dated,,,,,,,,,,,,,,,,,,
313,1,CK-5,Cedar Key,CK-5-7,65,29C230814GAS,5045.1.1,1.0081,0.0107,8.1,10.7,-65,86,,-9,-65,-63,NA,dead,complete,m,Transenella,CK5-Sp313out,CK5-Sp313in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0225,Dated,,,,,,,,,,,,,,,,,,
314,0,CK-5,Cedar Key,CK-5-7,66,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp314out,CK5-Sp314in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.011,Stored,,,,,,,,,,,,,,,,,,
315,0,CK-5,Cedar Key,CK-5-7,67,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp315out,CK5-Sp315in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0022,Stored,,,,,,,,,,,,,,,,,,
316,0,CK-5,Cedar Key,CK-5-7,68,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp316out,CK5-Sp316in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0074,Stored,,,,,,,,,,,,,,,,,,
317,0,CK-5,Cedar Key,CK-5-7,69,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp317out,CK5-Sp317in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0035,Stored,,,,,,,,,,,,,,,,,,
318,0,CK-5,Cedar Key,CK-5-7,70,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp318out,CK5-Sp318in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0052,Stored,,,,,,,,,,,,,,,,,,
319,0,CK-5,Cedar Key,CK-5-7,71,,,,,,,,,,,,,NA,dead,complete,m,Transenella,CK5-Sp319out,CK5-Sp319in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0264,Stored,,,,,,,,,,,,,,,,,,
320,0,CK-5,Cedar Key,CK-5-7,72,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp320out,CK5-Sp320in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0092,Stored,,,,,,,,,,,,,,,,,,
321,1,CK-5,Cedar Key,CK-5-7,73,29C230814GAS,5046.1.1,0.7244,0.0087,-275.6,8.7,2590,96,,2593,1976,2261,NA,dead,complete,m,Lucinidae,CK5-Sp321out,CK5-Sp321in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0283,Dated,,,,,,,,,,,,,,,,,,
322,1,CK-5,Cedar Key,CK-5-7,74,29C230814GAS,5047.1.1,0.8551,0.0094,-144.9,9.4,1257,88,,992,567,782,NA,dead,complete,m,Lucinidae,CK5-Sp322out,CK5-Sp322in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0051,Dated,,,,,,,,,,,,,,,,,,
323,0,CK-5,Cedar Key,CK-5-7,75,29C230814GAS,5048.1.1,1.1928,0.012,192.8,12,-1416,81,,out of the range of the bomb curve ,,,NA,dead,complete,m,Lucinidae,CK5-Sp323out,CK5-Sp323in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0223,Dated,,,,,,,,,,,,,,,,,,
324,1,CK-5,Cedar Key,CK-5-7,76,29C230814GAS,5049.1.1,0.9117,0.0099,-88.3,9.9,743,87,,524,100,335,NA,dead,complete,m,Lucinidae,CK5-Sp324out,CK5-Sp324in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0189,Dated,,,,,,,,,,,,,,,,,,
325,0,CK-5,Cedar Key,CK-5-7,77,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp325out,CK5-Sp325in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0069,Stored,,,,,,,,,,,,,,,,,,
326,0,CK-5,Cedar Key,CK-5-7,78,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp326out,CK5-Sp326in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0067,Stored,,,,,,,,,,,,,,,,,,
327,0,CK-5,Cedar Key,CK-5-7,79,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp327out,CK5-Sp327in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0152,Stored,,,,,,,,,,,,,,,,,,
328,0,CK-5,Cedar Key,CK-5-7,80,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp328out,CK5-Sp328in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0188,Stored,,,,,,,,,,,,,,,,,,
329,0,CK-5,Cedar Key,CK-5-7,81,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp329out,CK5-Sp329in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0147,Stored,,,,,,,,,,,,,,,,,,
330,0,CK-5,Cedar Key,CK-5-7,82,,,,,,,,,,,,,NA,dead,complete,m,Lucinidae,CK5-Sp330out,CK5-Sp330in,deep,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0067,Stored,,,,,,,,,,,,,,,,,,
91_2,1,CK-5,Cedar Key,CK-5-4,8,29C230419GAS,3653.1.3,0.9168,0.0081,-83.2,8.1,698,71,Duplicate of Specimen #91; From spreadsheet dated and sent 3/7/2023; only 7 ug C produced. ,481,-2,293,A6,dead,complete,m,Lucinidae,CK5-Sp91out,CK5-Sp91in,surface,28.9946,-83.14239,4,29.4,NA,2022,9,22,0.0247,Dated,,,,,,,,,,,,,,,,,,
331,0,CB-4,Carrabelle,CB-4-1,1,29C240509GAS,7651.1.1,1.0041,0.0095,4.1,9.5,-32.9,75.8,,,,,1,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0325,Selected,,,,,,,,,,,,,,,,,,
332,0,CB-4,Carrabelle,CB-4-1,2,29C240509GAS,7652.1.1,1.0097,0.0096,9.7,9.6,-77.3,76.5,,,,,2,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0043,Selected,,,,,,,,,,,,,,,,,,
333,0,CB-4,Carrabelle,CB-4-1,3,29C240509GAS,7653.1.1,1.0106,0.0096,10.6,9.6,-85,76.8,,,,,3,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0015,Selected,,,,,,,,,,,,,,,,,,
334,0,CB-4,Carrabelle,CB-4-1,4,29C240509GAS,7654.1.1,1.012,0.0094,12,9.4,-96,74.9,,,,,4,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.001,Selected,,,,,,,,,,,,,,,,,,
335,0,CB-4,Carrabelle,CB-4-1,5,,,,,,,,,,,,,5,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0006,Replaced,,,,,,,,,,,,,,,,,,
336,0,CB-4,Carrabelle,CB-4-1,6,,,,,,,,,,,,,6,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0001,Missing,,,,,,,,,,,,,,,,,,
337,0,CB-4,Carrabelle,CB-4-1,7,,,,,,,,,,,,,7,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0002,Replaced,,,,,,,,,,,,,,,,,,
338,0,CB-4,Carrabelle,CB-4-1,8,,,,,,,,,,,,,8,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0001,Replaced,,,,,,,,,,,,,,,,,,
339,0,CB-4,Carrabelle,CB-4-2,1,29C240509GAS,7655.1.1,1.0203,0.0096,20.3,9.6,-161.3,75.9,,,,,9,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0019,Selected,,,,,,,,,,,,,,,,,,
340,0,CB-4,Carrabelle,CB-4-2,2,29C240509GAS,7656.1.1,1.0129,0.0096,12.9,9.6,-102.7,76.2,,,,,10,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0012,Selected,,,,,,,,,,,,,,,,,,
341,0,CB-4,Carrabelle,CB-4-2,3,29C240509GAS,7657.1.1,1.0148,0.0097,14.8,9.7,-117.8,77.3,,,,,11,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0011,Selected,,,,,,,,,,,,,,,,,,
342,0,CB-4,Carrabelle,CB-4-2,4,,,,,,,,,,,,,12,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0003,Stored,,,,,,,,,,,,,,,,,,
343,0,CB-4,Carrabelle,CB-4-2,5,,,,,,,,,,,,,13,dead,complete,e,juvenile clypeasteroid,,,surface,29.8042,-84.4941,7,22.8,NA,2023,11,11,0.0001,Stored,,,,,,,,,,,,,,,,,,
